message_id,conversation_id,sender_role,content,created_at,dt_prev_sec,msg_len,reaction,label
143_0,143,buyer,상품 상태는 어떤가요?,2025-10-18T00:11:44.378623,0,12,0,0
143_1,143,seller,확인했습니다,2025-10-18T00:14:22.378623,158,6,0,0
143_2,143,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-10-18T00:42:46.378623,1704,23,0,0
143_3,143,seller,현재 다른 분과 거래 진행 중입니다,2025-10-18T00:58:49.378623,963,19,0,0
144_0,144,buyer,알겠습니다. 구매할게요,2025-10-11T00:11:44.378633,0,12,0,0
144_1,144,seller,사진 보내드릴게요,2025-10-11T00:17:35.378633,351,9,0,0
144_2,144,buyer,이 상품 아직 구매 가능한가요?,2025-10-11T00:23:55.378633,380,17,0,0
144_3,144,seller,상품 상태 아주 좋습니다,2025-10-11T00:27:08.378633,193,13,0,0
144_4,144,buyer,가격 네고 가능할까요?,2025-10-11T00:34:13.378633,425,12,0,0
144_5,144,seller,오늘 오후 가능합니다,2025-10-11T00:44:00.378633,587,11,0,0
144_6,144,buyer,배송비 포함인가요?,2025-10-11T00:45:22.378633,82,10,1,0
144_7,144,seller,네,2025-10-11T00:52:04.378633,402,1,0,0
144_8,144,buyer,...,2025-10-11T01:01:11.378633,547,3,1,0
144_9,144,seller,확인했습니다,2025-10-11T01:57:52.378633,3401,6,0,0
144_10,144,buyer,음... 좀 비싸네요,2025-10-11T03:29:42.378633,5510,11,0,1
145_0,145,buyer,언제 거래 가능하신가요?,2025-10-24T00:11:44.378661,0,13,1,0
145_1,145,seller,배송비 별도입니다,2025-10-24T00:19:50.378661,486,9,0,0
145_2,145,buyer,이 상품 아직 구매 가능한가요?,2025-10-24T00:28:18.378661,508,17,0,0
145_3,145,seller,현재 다른 분과 거래 진행 중입니다,2025-10-24T00:34:55.378661,397,19,0,0
145_4,145,buyer,...,2025-10-24T00:35:39.378661,44,3,0,0
145_5,145,seller,확인했습니다,2025-10-24T01:56:46.378661,4867,6,0,0
145_6,145,buyer,아 그렇군요,2025-10-24T02:03:43.378661,417,6,0,1
146_0,146,buyer,이 상품 아직 구매 가능한가요?,2025-10-10T00:11:44.378677,0,17,0,0
146_1,146,seller,네고 조금 가능합니다,2025-10-10T00:12:40.378677,56,11,0,0
146_2,146,buyer,가격 네고 가능할까요?,2025-10-10T00:18:03.378677,323,12,0,0
146_3,146,seller,직거래 가능합니다,2025-10-10T00:20:50.378677,167,9,0,0
146_4,146,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-10T00:23:45.378677,175,19,0,0
146_5,146,seller,오늘 오후 가능합니다,2025-10-10T00:31:24.378677,459,11,0,0
146_6,146,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-10T00:39:55.378677,511,19,0,0
146_7,146,seller,배송비 별도입니다,2025-10-10T00:49:04.378677,549,9,1,0
147_0,147,buyer,가격 네고 가능할까요?,2025-10-19T00:11:44.378696,0,12,0,0
147_1,147,seller,직거래 가능합니다,2025-10-19T00:13:59.378696,135,9,0,0
147_2,147,buyer,가격 네고 가능할까요?,2025-10-19T00:18:09.378696,250,12,1,0
147_3,147,seller,네고 조금 가능합니다,2025-10-19T00:27:02.378696,533,11,0,0
147_4,147,buyer,직거래 가능한가요?,2025-10-19T00:30:39.378696,217,10,0,0
147_5,147,seller,오늘 오후 가능합니다,2025-10-19T00:36:43.378696,364,11,1,0
147_6,147,buyer,상품 상태는 어떤가요?,2025-10-19T00:44:20.378696,457,12,0,0
147_7,147,seller,상품 상태 아주 좋습니다,2025-10-19T00:49:57.378696,337,13,0,0
147_8,147,buyer,감사합니다,2025-10-19T00:56:56.378696,419,5,0,0
147_9,147,seller,배송비 별도입니다,2025-10-19T01:00:59.378696,243,9,0,0
147_10,147,buyer,네 좋습니다!,2025-10-19T01:03:13.378696,134,7,1,0
147_11,147,seller,네고 조금 가능합니다,2025-10-19T01:07:46.378696,273,11,0,0
147_12,147,buyer,감사합니다,2025-10-19T01:14:49.378696,423,5,0,0
147_13,147,seller,사진 보내드릴게요,2025-10-19T01:15:12.378696,23,9,1,0
147_14,147,buyer,상품 상태는 어떤가요?,2025-10-19T01:17:26.378696,134,12,1,0
147_15,147,seller,오늘 오후 가능합니다,2025-10-19T01:21:49.378696,263,11,1,0
148_0,148,buyer,그럼 그렇게 진행해주세요,2025-10-07T00:11:44.378732,0,13,0,0
148_1,148,seller,네고 조금 가능합니다,2025-10-07T00:14:53.378732,189,11,0,0
148_2,148,buyer,상품 상태는 어떤가요?,2025-10-07T00:15:29.378732,36,12,0,0
148_3,148,seller,오늘 오후 가능합니다,2025-10-07T00:21:29.378732,360,11,1,0
148_4,148,buyer,네 좋습니다!,2025-10-07T00:25:53.378732,264,7,0,0
148_5,148,seller,"네, 구매 가능합니다!",2025-10-07T00:33:13.378732,440,12,0,0
148_6,148,buyer,네 좋습니다!,2025-10-07T00:40:18.378732,425,7,0,0
148_7,148,seller,네고 조금 가능합니다,2025-10-07T00:49:45.378732,567,11,0,0
148_8,148,buyer,감사합니다,2025-10-07T00:53:07.378732,202,5,1,0
148_9,148,seller,상품 상태 아주 좋습니다,2025-10-07T00:54:29.378732,82,13,0,0
148_10,148,buyer,네 좋습니다!,2025-10-07T01:00:15.378732,346,7,1,0
148_11,148,seller,상품 상태 아주 좋습니다,2025-10-07T01:09:43.378732,568,13,0,0
148_12,148,buyer,알겠습니다. 구매할게요,2025-10-07T01:17:24.378732,461,12,0,0
148_13,148,seller,배송비 별도입니다,2025-10-07T01:18:42.378732,78,9,0,0
149_0,149,buyer,직거래 가능한가요?,2025-10-21T00:11:44.378762,0,10,0,0
149_1,149,seller,네고 조금 가능합니다,2025-10-21T00:14:43.378762,179,11,0,0
149_2,149,buyer,직거래 가능한가요?,2025-10-21T00:20:42.378762,359,10,1,0
149_3,149,seller,상품 상태 아주 좋습니다,2025-10-21T00:25:52.378762,310,13,0,0
149_4,149,buyer,알겠습니다. 구매할게요,2025-10-21T00:30:06.378762,254,12,0,0
149_5,149,seller,배송비 별도입니다,2025-10-21T00:30:18.378762,12,9,0,0
149_6,149,buyer,가격 네고 가능할까요?,2025-10-21T00:34:14.378762,236,12,0,0
149_7,149,seller,상품 상태 아주 좋습니다,2025-10-21T00:35:43.378762,89,13,0,0
149_8,149,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-21T00:38:55.378762,192,19,1,0
149_9,149,seller,직거래 가능합니다,2025-10-21T00:39:22.378762,27,9,1,0
149_10,149,buyer,그럼 그렇게 진행해주세요,2025-10-21T00:47:08.378762,466,13,0,0
149_11,149,seller,"네, 구매 가능합니다!",2025-10-21T00:53:43.378762,395,12,1,0
149_12,149,buyer,알겠습니다. 구매할게요,2025-10-21T00:54:35.378762,52,12,0,0
149_13,149,seller,배송비 별도입니다,2025-10-21T01:02:26.378762,471,9,0,0
150_0,150,buyer,그럼 그렇게 진행해주세요,2025-10-11T00:11:44.378792,0,13,0,0
150_1,150,seller,사진 보내드릴게요,2025-10-11T00:21:28.378792,584,9,0,0
150_2,150,buyer,감사합니다,2025-10-11T00:28:34.378792,426,5,0,0
150_3,150,seller,상품 상태 아주 좋습니다,2025-10-11T00:36:55.378792,501,13,0,0
150_4,150,buyer,알겠습니다. 구매할게요,2025-10-11T00:45:32.378792,517,12,0,0
150_5,150,seller,"네, 구매 가능합니다!",2025-10-11T00:47:26.378792,114,12,1,0
150_6,150,buyer,직거래 가능한가요?,2025-10-11T00:53:42.378792,376,10,1,0
150_7,150,seller,상품 상태 아주 좋습니다,2025-10-11T00:58:27.378792,285,13,0,0
150_8,150,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-11T01:04:46.378792,379,19,0,0
151_0,151,buyer,상품 상태는 어떤가요?,2025-09-26T00:11:44.378812,0,12,0,0
151_1,151,seller,"네, 구매 가능합니다!",2025-09-26T00:21:42.378812,598,12,0,0
151_2,151,buyer,실물 사진 더 보여주실 수 있나요?,2025-09-26T00:28:37.378812,415,19,1,0
151_3,151,seller,네고 조금 가능합니다,2025-09-26T00:32:41.378812,244,11,1,0
151_4,151,buyer,알겠습니다. 구매할게요,2025-09-26T00:35:18.378812,157,12,0,0
151_5,151,seller,확인했습니다,2025-09-26T00:44:37.378812,559,6,0,0
151_6,151,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-09-26T01:06:32.378812,1315,23,1,0
151_7,151,seller,가격은 정찰제입니다,2025-09-26T01:42:06.378812,2134,10,0,0
152_0,152,buyer,네 좋습니다!,2025-10-05T00:11:44.378830,0,7,0,0
152_1,152,seller,네고 조금 가능합니다,2025-10-05T00:17:30.378830,346,11,0,0
152_2,152,buyer,가격 네고 가능할까요?,2025-10-05T00:25:53.378830,503,12,0,0
152_3,152,seller,오늘 오후 가능합니다,2025-10-05T00:30:56.378830,303,11,1,0
152_4,152,buyer,알겠습니다. 구매할게요,2025-10-05T00:35:08.378830,252,12,0,0
152_5,152,seller,오늘 오후 가능합니다,2025-10-05T00:37:41.378830,153,11,0,0
152_6,152,buyer,직거래 가능한가요?,2025-10-05T00:40:12.378830,151,10,1,0
152_7,152,seller,사진 보내드릴게요,2025-10-05T00:45:23.378830,311,9,0,0
152_8,152,buyer,상품 상태는 어떤가요?,2025-10-05T00:53:04.378830,461,12,0,0
152_9,152,seller,가격은 정찰제입니다,2025-10-05T00:55:41.378830,157,10,0,0
152_10,152,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-10-05T01:05:12.378830,571,23,1,0
152_11,152,seller,확인했습니다,2025-10-05T01:18:19.378830,787,6,0,0
152_12,152,buyer,음... 좀 비싸네요,2025-10-05T02:17:28.378830,3549,11,1,1
153_0,153,buyer,언제 거래 가능하신가요?,2025-10-07T00:11:44.378858,0,13,0,0
153_1,153,seller,직거래 가능합니다,2025-10-07T00:17:26.378858,342,9,0,0
153_2,153,buyer,그럼 그렇게 진행해주세요,2025-10-07T00:21:14.378858,228,13,1,0
153_3,153,seller,배송비 별도입니다,2025-10-07T00:22:27.378858,73,9,0,0
153_4,153,buyer,언제 거래 가능하신가요?,2025-10-07T00:29:29.378858,422,13,0,0
153_5,153,seller,배송비 별도입니다,2025-10-07T00:36:42.378858,433,9,0,0
153_6,153,buyer,가격 네고 가능할까요?,2025-10-07T00:41:47.378858,305,12,0,0
153_7,153,seller,사진 보내드릴게요,2025-10-07T00:50:12.378858,505,9,0,0
153_8,153,buyer,배송비 포함인가요?,2025-10-07T00:55:28.378858,316,10,0,0
154_0,154,buyer,상품 상태는 어떤가요?,2025-09-28T00:11:44.378880,0,12,0,0
154_1,154,seller,직거래 가능합니다,2025-09-28T00:13:18.378880,94,9,0,0
154_2,154,buyer,실물 사진 더 보여주실 수 있나요?,2025-09-28T00:21:15.378880,477,19,0,0
154_3,154,seller,직거래는 어렵습니다,2025-09-28T00:23:19.378880,124,10,0,0
154_4,154,buyer,...,2025-09-28T00:32:30.378880,551,3,0,0
154_5,154,seller,확인했습니다,2025-09-28T01:53:30.378880,4860,6,0,0
154_6,154,buyer,고민 좀 해볼게요,2025-09-28T03:25:58.378880,5548,9,0,1
155_0,155,buyer,빠른 답변 감사드려요,2025-10-20T00:11:44.378896,0,11,1,0
155_1,155,seller,사진 보내드릴게요,2025-10-20T00:11:54.378896,10,9,1,0
155_2,155,buyer,언제 거래 가능하신가요?,2025-10-20T00:21:45.378896,591,13,0,0
155_3,155,seller,배송비 별도입니다,2025-10-20T00:28:25.378896,400,9,0,0
155_4,155,buyer,직거래 가능한가요?,2025-10-20T00:30:09.378896,104,10,0,0
155_5,155,seller,네,2025-10-20T00:32:52.378896,163,1,1,0
155_6,155,buyer,죄송합니다만 다시 생각해볼게요,2025-10-20T00:42:13.378896,561,16,0,0
155_7,155,seller,죄송하지만 네고는 어렵습니다,2025-10-20T02:30:30.378896,6497,15,0,0
155_8,155,buyer,고민 좀 해볼게요,2025-10-20T03:13:01.378896,2551,9,0,1
156_0,156,buyer,직거래 가능한가요?,2025-10-21T00:11:44.378917,0,10,0,0
156_1,156,seller,직거래 가능합니다,2025-10-21T00:14:34.378917,170,9,0,0
156_2,156,buyer,네 좋습니다!,2025-10-21T00:15:35.378917,61,7,0,0
156_3,156,seller,오늘 오후 가능합니다,2025-10-21T00:22:57.378917,442,11,0,0
156_4,156,buyer,가격 네고 가능할까요?,2025-10-21T00:29:45.378917,408,12,0,0
156_5,156,seller,직거래 가능합니다,2025-10-21T00:33:51.378917,246,9,0,0
156_6,156,buyer,배송비 포함인가요?,2025-10-21T00:40:53.378917,422,10,0,0
156_7,156,seller,"네, 구매 가능합니다!",2025-10-21T00:44:06.378917,193,12,0,0
156_8,156,buyer,배송비 포함인가요?,2025-10-21T00:45:20.378917,74,10,1,0
156_9,156,seller,상품 상태 아주 좋습니다,2025-10-21T00:46:10.378917,50,13,1,0
156_10,156,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-21T00:46:36.378917,26,19,1,0
157_0,157,buyer,직거래 가능한가요?,2025-10-12T00:11:44.378941,0,10,0,0
157_1,157,seller,오늘 오후 가능합니다,2025-10-12T00:18:18.378941,394,11,0,0
157_2,157,buyer,상품 상태는 어떤가요?,2025-10-12T00:26:13.378941,475,12,0,0
157_3,157,seller,사진 보내드릴게요,2025-10-12T00:26:37.378941,24,9,0,0
157_4,157,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-12T00:30:20.378941,223,19,0,0
157_5,157,seller,네고 조금 가능합니다,2025-10-12T00:30:52.378941,32,11,0,0
157_6,157,buyer,네 좋습니다!,2025-10-12T00:32:01.378941,69,7,0,0
157_7,157,seller,확인했습니다,2025-10-12T00:34:42.378941,161,6,1,0
157_8,157,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-10-12T01:29:30.378941,3288,23,1,0
157_9,157,seller,네,2025-10-12T02:12:46.378941,2596,1,1,0
158_0,158,buyer,그럼 그렇게 진행해주세요,2025-10-07T00:11:44.378964,0,13,0,0
158_1,158,seller,오늘 오후 가능합니다,2025-10-07T00:16:38.378964,294,11,0,0
158_2,158,buyer,감사합니다,2025-10-07T00:22:52.378964,374,5,0,0
158_3,158,seller,"네, 구매 가능합니다!",2025-10-07T00:29:58.378964,426,12,0,0
158_4,158,buyer,빠른 답변 감사드려요,2025-10-07T00:34:46.378964,288,11,0,0
158_5,158,seller,오늘 오후 가능합니다,2025-10-07T00:43:26.378964,520,11,0,0
158_6,158,buyer,감사합니다,2025-10-07T00:51:27.378964,481,5,1,0
158_7,158,seller,네,2025-10-07T00:51:56.378964,29,1,0,0
158_8,158,buyer,아 그렇군요,2025-10-07T00:52:34.378964,38,6,1,0
158_9,158,seller,가격은 정찰제입니다,2025-10-07T01:25:08.378964,1954,10,0,0
158_10,158,buyer,아 그렇군요,2025-10-07T02:09:05.378964,2637,6,0,1
159_0,159,buyer,알겠습니다. 구매할게요,2025-10-16T00:11:44.378988,0,12,0,0
159_1,159,seller,네고 조금 가능합니다,2025-10-16T00:12:07.378988,23,11,0,0
159_2,159,buyer,언제 거래 가능하신가요?,2025-10-16T00:18:36.378988,389,13,0,0
159_3,159,seller,직거래 가능합니다,2025-10-16T00:24:19.378988,343,9,0,0
159_4,159,buyer,언제 거래 가능하신가요?,2025-10-16T00:26:04.378988,105,13,0,0
159_5,159,seller,알겠습니다,2025-10-16T00:27:47.378988,103,5,1,0
159_6,159,buyer,고민 좀 해볼게요,2025-10-16T00:49:28.378988,1301,9,0,0
159_7,159,seller,네,2025-10-16T01:01:16.378988,708,1,0,0
160_0,160,buyer,가격 네고 가능할까요?,2025-10-23T00:11:44.379006,0,12,0,0
160_1,160,seller,직거래 가능합니다,2025-10-23T00:18:38.379006,414,9,1,0
160_2,160,buyer,가격 네고 가능할까요?,2025-10-23T00:20:42.379006,124,12,0,0
160_3,160,seller,직거래 가능합니다,2025-10-23T00:22:23.379006,101,9,1,0
160_4,160,buyer,언제 거래 가능하신가요?,2025-10-23T00:28:19.379006,356,13,0,0
160_5,160,seller,네고 조금 가능합니다,2025-10-23T00:34:55.379006,396,11,0,0
160_6,160,buyer,알겠습니다. 구매할게요,2025-10-23T00:44:49.379006,594,12,1,0
160_7,160,seller,알겠습니다,2025-10-23T00:46:23.379006,94,5,1,0
160_8,160,buyer,음... 좀 비싸네요,2025-10-23T02:43:36.379006,7033,11,0,0
160_9,160,seller,가격은 정찰제입니다,2025-10-23T02:57:10.379006,814,10,0,0
161_0,161,buyer,언제 거래 가능하신가요?,2025-10-01T00:11:44.379029,0,13,0,0
161_1,161,seller,"네, 구매 가능합니다!",2025-10-01T00:18:39.379029,415,12,1,0
161_2,161,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-01T00:19:00.379029,21,19,1,0
161_3,161,seller,"네, 구매 가능합니다!",2025-10-01T00:26:44.379029,464,12,0,0
161_4,161,buyer,직거래 가능한가요?,2025-10-01T00:35:17.379029,513,10,0,0
161_5,161,seller,오늘 오후 가능합니다,2025-10-01T00:43:24.379029,487,11,0,0
161_6,161,buyer,빠른 답변 감사드려요,2025-10-01T00:46:20.379029,176,11,0,0
161_7,161,seller,직거래는 어렵습니다,2025-10-01T00:51:02.379029,282,10,1,0
161_8,161,buyer,음... 좀 비싸네요,2025-10-01T00:54:09.379029,187,11,0,0
161_9,161,seller,확인했습니다,2025-10-01T01:51:04.379029,3415,6,0,0
161_10,161,buyer,...,2025-10-01T03:22:09.379029,5465,3,1,1
162_0,162,buyer,감사합니다,2025-10-19T00:11:44.379052,0,5,0,0
162_1,162,seller,사진 보내드릴게요,2025-10-19T00:16:18.379052,274,9,0,0
162_2,162,buyer,네 좋습니다!,2025-10-19T00:19:02.379052,164,7,0,0
162_3,162,seller,"네, 구매 가능합니다!",2025-10-19T00:21:13.379052,131,12,0,0
162_4,162,buyer,감사합니다,2025-10-19T00:29:38.379052,505,5,0,0
162_5,162,seller,가격은 정찰제입니다,2025-10-19T00:30:19.379052,41,10,0,0
162_6,162,buyer,아 그렇군요,2025-10-19T00:53:21.379052,1382,6,0,0
162_7,162,seller,네,2025-10-19T01:59:52.379052,3991,1,1,0
163_0,163,buyer,직거래 가능한가요?,2025-10-12T00:11:44.379072,0,10,0,0
163_1,163,seller,배송비 별도입니다,2025-10-12T00:18:45.379072,421,9,0,0
163_2,163,buyer,언제 거래 가능하신가요?,2025-10-12T00:19:35.379072,50,13,0,0
163_3,163,seller,상품 상태 아주 좋습니다,2025-10-12T00:25:24.379072,349,13,1,0
163_4,163,buyer,직거래 가능한가요?,2025-10-12T00:32:43.379072,439,10,0,0
163_5,163,seller,배송비 별도입니다,2025-10-12T00:38:55.379072,372,9,0,0
163_6,163,buyer,직거래 가능한가요?,2025-10-12T00:41:45.379072,170,10,1,0
163_7,163,seller,확인했습니다,2025-10-12T00:49:30.379072,465,6,1,0
163_8,163,buyer,음... 좀 비싸네요,2025-10-12T01:06:03.379072,993,11,0,0
163_9,163,seller,알겠습니다,2025-10-12T02:21:53.379072,4550,5,0,0
164_0,164,buyer,배송비 포함인가요?,2025-10-11T00:11:44.379098,0,10,1,0
164_1,164,seller,"네, 구매 가능합니다!",2025-10-11T00:15:00.379098,196,12,1,0
164_2,164,buyer,알겠습니다. 구매할게요,2025-10-11T00:20:19.379098,319,12,0,0
164_3,164,seller,배송비 별도입니다,2025-10-11T00:23:59.379098,220,9,0,0
164_4,164,buyer,감사합니다,2025-10-11T00:33:52.379098,593,5,0,0
164_5,164,seller,네,2025-10-11T00:35:18.379098,86,1,1,0
164_6,164,buyer,아 그렇군요,2025-10-11T00:39:47.379098,269,6,0,0
164_7,164,seller,직거래는 어렵습니다,2025-10-11T01:58:22.379098,4715,10,0,0
164_8,164,buyer,아 그렇군요,2025-10-11T02:04:15.379098,353,6,0,1
165_0,165,buyer,언제 거래 가능하신가요?,2025-10-19T00:11:44.379182,0,13,0,0
165_1,165,seller,상품 상태 아주 좋습니다,2025-10-19T00:13:37.379182,113,13,0,0
165_2,165,buyer,빠른 답변 감사드려요,2025-10-19T00:23:08.379182,571,11,0,0
165_3,165,seller,사진 보내드릴게요,2025-10-19T00:32:34.379182,566,9,0,0
165_4,165,buyer,상품 상태는 어떤가요?,2025-10-19T00:39:03.379182,389,12,0,0
165_5,165,seller,사진 보내드릴게요,2025-10-19T00:42:22.379182,199,9,0,0
165_6,165,buyer,네 좋습니다!,2025-10-19T00:43:51.379182,89,7,0,0
165_7,165,seller,네,2025-10-19T00:46:06.379182,135,1,0,0
165_8,165,buyer,죄송합니다만 다시 생각해볼게요,2025-10-19T02:28:01.379182,6115,16,0,0
165_9,165,seller,현재 다른 분과 거래 진행 중입니다,2025-10-19T02:55:06.379182,1625,19,0,0
166_0,166,buyer,이 상품 아직 구매 가능한가요?,2025-10-03T00:11:44.379211,0,17,0,0
166_1,166,seller,오늘 오후 가능합니다,2025-10-03T00:20:09.379211,505,11,0,0
166_2,166,buyer,직거래 가능한가요?,2025-10-03T00:27:42.379211,453,10,0,0
166_3,166,seller,오늘 오후 가능합니다,2025-10-03T00:30:21.379211,159,11,1,0
166_4,166,buyer,이 상품 아직 구매 가능한가요?,2025-10-03T00:31:09.379211,48,17,1,0
166_5,166,seller,현재 다른 분과 거래 진행 중입니다,2025-10-03T00:39:44.379211,515,19,1,0
166_6,166,buyer,아 그렇군요,2025-10-03T00:48:14.379211,510,6,0,0
166_7,166,seller,가격은 정찰제입니다,2025-10-03T01:49:36.379211,3682,10,0,0
166_8,166,buyer,고민 좀 해볼게요,2025-10-03T02:21:30.379211,1914,9,0,1
167_0,167,buyer,알겠습니다. 구매할게요,2025-10-20T00:11:44.379237,0,12,0,0
167_1,167,seller,오늘 오후 가능합니다,2025-10-20T00:20:39.379237,535,11,0,0
167_2,167,buyer,알겠습니다. 구매할게요,2025-10-20T00:21:38.379237,59,12,0,0
167_3,167,seller,사진 보내드릴게요,2025-10-20T00:24:44.379237,186,9,0,0
167_4,167,buyer,상품 상태는 어떤가요?,2025-10-20T00:28:10.379237,206,12,1,0
167_5,167,seller,"네, 구매 가능합니다!",2025-10-20T00:37:49.379237,579,12,0,0
167_6,167,buyer,직거래 가능한가요?,2025-10-20T00:42:48.379237,299,10,0,0
167_7,167,seller,"네, 구매 가능합니다!",2025-10-20T00:51:11.379237,503,12,0,0
167_8,167,buyer,실물 사진 더 보여주실 수 있나요?,2025-10-20T00:58:52.379237,461,19,0,0
167_9,167,seller,직거래 가능합니다,2025-10-20T00:59:09.379237,17,9,0,0
167_10,167,buyer,감사합니다,2025-10-20T01:01:41.379237,152,5,0,0
167_11,167,seller,사진 보내드릴게요,2025-10-20T01:02:52.379237,71,9,0,0
167_12,167,buyer,배송비 포함인가요?,2025-10-20T01:06:39.379237,227,10,0,0
167_13,167,seller,상품 상태 아주 좋습니다,2025-10-20T01:15:39.379237,540,13,0,0
167_14,167,buyer,직거래 가능한가요?,2025-10-20T01:24:33.379237,534,10,0,0
167_15,167,seller,사진 보내드릴게요,2025-10-20T01:27:34.379237,181,9,1,0
167_16,167,buyer,네 좋습니다!,2025-10-20T01:30:26.379237,172,7,0,0
167_17,167,seller,"네, 구매 가능합니다!",2025-10-20T01:37:19.379237,413,12,0,0
167_18,167,buyer,상품 상태는 어떤가요?,2025-10-20T01:45:54.379237,515,12,1,0
168_0,168,buyer,그럼 그렇게 진행해주세요,2025-10-13T00:11:44.379362,0,13,0,0
168_1,168,seller,"네, 구매 가능합니다!",2025-10-13T00:20:28.379362,524,12,0,0
168_2,168,buyer,언제 거래 가능하신가요?,2025-10-13T00:28:58.379362,510,13,0,0
168_3,168,seller,"네, 구매 가능합니다!",2025-10-13T00:30:29.379362,91,12,0,0
168_4,168,buyer,빠른 답변 감사드려요,2025-10-13T00:34:10.379362,221,11,0,0
168_5,168,seller,사진 보내드릴게요,2025-10-13T00:38:48.379362,278,9,0,0
169_0,169,buyer,빠른 답변 감사드려요,2025-10-07T00:11:44.379417,0,11,0,0
169_1,169,seller,배송비 별도입니다,2025-10-07T00:13:04.379417,80,9,0,0
169_2,169,buyer,알겠습니다. 구매할게요,2025-10-07T00:14:45.379417,101,12,0,0
169_3,169,seller,직거래 가능합니다,2025-10-07T00:16:31.379417,106,9,0,0
169_4,169,buyer,알겠습니다. 구매할게요,2025-10-07T00:18:06.379417,95,12,1,0
169_5,169,seller,죄송하지만 네고는 어렵습니다,2025-10-07T00:26:10.379417,484,15,0,0
169_6,169,buyer,아 그렇군요,2025-10-07T00:33:35.379417,445,6,1,0
169_7,169,seller,확인했습니다,2025-10-07T00:52:28.379417,1133,6,0,0
169_8,169,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-10-07T02:05:15.379417,4367,23,0,1
170_0,170,buyer,실물 사진 더 보여주실 수 있나요?,2025-09-30T00:11:44.379451,0,19,0,0
170_1,170,seller,사진 보내드릴게요,2025-09-30T00:15:07.379451,203,9,0,0
170_2,170,buyer,가격 네고 가능할까요?,2025-09-30T00:20:48.379451,341,12,0,0
170_3,170,seller,"네, 구매 가능합니다!",2025-09-30T00:29:08.379451,500,12,0,0
170_4,170,buyer,감사합니다,2025-09-30T00:34:04.379451,296,5,0,0
170_5,170,seller,배송비 별도입니다,2025-09-30T00:35:18.379451,74,9,0,0
170_6,170,buyer,상품 상태는 어떤가요?,2025-09-30T00:36:33.379451,75,12,0,0
170_7,170,seller,직거래는 어렵습니다,2025-09-30T00:38:42.379451,129,10,0,0
170_8,170,buyer,다른 상품이랑 비교 좀 해보고 연락드릴게요,2025-09-30T02:18:49.379451,6007,23,0,0
170_9,170,seller,죄송하지만 네고는 어렵습니다,2025-09-30T03:10:36.379451,3107,15,0,0
171_0,171,buyer,언제 거래 가능하신가요?,2025-10-11T00:11:44.379477,0,13,0,0
171_1,171,seller,상품 상태 아주 좋습니다,2025-10-11T00:21:17.379477,573,13,0,0
171_2,171,buyer,감사합니다,2025-10-11T00:28:23.379477,426,5,0,0
171_3,171,seller,직거래 가능합니다,2025-10-11T00:31:37.379477,194,9,0,0
171_4,171,buyer,그럼 그렇게 진행해주세요,2025-10-11T00:39:07.379477,450,13,0,0
171_5,171,seller,네고 조금 가능합니다,2025-10-11T00:47:31.379477,504,11,1,0
171_6,171,buyer,직거래 가능한가요?,2025-10-11T00:53:03.379477,332,10,0,0
171_7,171,seller,사진 보내드릴게요,2025-10-11T01:01:05.379477,482,9,0,0
171_8,171,buyer,알겠습니다. 구매할게요,2025-10-11T01:03:02.379477,117,12,0,0
171_9,171,seller,직거래 가능합니다,2025-10-11T01:08:01.379477,299,9,1,0
171_10,171,buyer,가격 네고 가능할까요?,2025-10-11T01:11:00.379477,179,12,0,0
171_11,171,seller,직거래 가능합니다,2025-10-11T01:18:01.379477,421,9,1,0
172_0,172,buyer,언제 거래 가능하신가요?,2025-09-29T00:11:44.379506,0,13,1,0
172_1,172,seller,네고 조금 가능합니다,2025-09-29T00:16:01.379506,257,11,0,0
172_2,172,buyer,배송비 포함인가요?,2025-09-29T00:24:53.379506,532,10,0,0
172_3,172,seller,"네, 구매 가능합니다!",2025-09-29T00:27:25.379506,152,12,0,0
172_4,172,buyer,상품 상태는 어떤가요?,2025-09-29T00:28:58.379506,93,12,0,0
172_5,172,seller,네고 조금 가능합니다,2025-09-29T00:32:12.379506,194,11,0,0
173_0,173,buyer,빠른 답변 감사드려요,2025-10-09T00:11:44.379522,0,11,0,0
173_1,173,seller,상품 상태 아주 좋습니다,2025-10-09T00:14:02.379522,138,13,0,0
173_2,173,buyer,빠른 답변 감사드려요,2025-10-09T00:22:50.379522,528,11,0,0
173_3,173,seller,"네, 구매 가능합니다!",2025-10-09T00:23:06.379522,16,12,0,0
173_4,173,buyer,네 좋습니다!,2025-10-09T00:28:50.379522,344,7,0,0
173_5,173,seller,확인했습니다,2025-10-09T00:37:55.379522,545,6,0,0
